"Sample Name"	"Protocol REF"	"Extract Name"	"Protocol REF"	"Parameter Value[kit name]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[plate ID]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[plate position]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[mass spectrometry instrument]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[acquisition parameter file]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[inlet type]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[polarity]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[run number]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[injection number]"	"Term Source REF"	"Term Accession Number"	"Date"	"MS Assay Name"	"Raw Spectral Data File"	"Protocol REF"	"Parameter Value[software]"	"Term Source REF"	"Term Accession Number"	"Data Transformation Name"	"Derived Spectral Data File"	"Factor Value[treatment]"	"Term Source REF"	"Term Accession Number"	"Factor Value[duration]"	"Unit"	"Term Source REF"	"Term Accession Number"
"M1378-1-4"	"extraction/derivatization"	"M1378-1-4"	"KIT1-0-5"	"Biocrates p150 Kit"	""	""	"311996"	""	""	"45"	""	""	"none reported"	""	""	"KIT-FIA_neg.dam"	""	""	"flow injection analysis"	"MS"	"http://purl.obolibrary.org/obo/MS_1000058"	"negative scan"	"MS"	"http://purl.obolibrary.org/obo/MS_1000129"	"1"	""	""	"1"	""	""	"20/11/2010"	"KIT1-0-5_311996_45_1_1_SAMPLE_302718_M1378-1-4"	"KIT1-0-5_311996_45_0_1_1_00_302718.wiff"	"biocrates analysis"	"MetIQ_Local Build-DB100-Local Build"	""	""	"DT_KIT1-0-5_311996"	"KIT1-0-5_311996_maf-negative.txt"	"high fat diet"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002757"	"8"	"week"	"UO"	"http://purl.obolibrary.org/obo/UO_0000034"
"M1378-1-4"	"extraction/derivatization"	"M1378-1-4"	"PG01-0-1"	"not reported"	""	""	"312017"	""	""	"45"	""	""	"none reported"	""	""	"PG01_QTrap5500_A1B1.dam"	""	""	"liquid chromatography separation"	"MS"	"http://purl.obolibrary.org/obo/MS_1002271"	"negative scan"	"MS"	"http://purl.obolibrary.org/obo/MS_1000129"	"1"	""	""	"1"	""	""	"19/11/2010"	"PG01-0-1_312017_45_1_1_SAMPLE_302718_M1378-1-4"	"PG01-0-1_312017_45_0_1_1_00_302718.wiff"	"biocrates analysis"	"MetIQ_Local Build-DB100-Local Build"	""	""	"DT_PG01-0-1_312017"	"PG01-0-1_312017_maf-negative.txt"	"high fat diet"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002757"	"8"	"week"	"UO"	"http://purl.obolibrary.org/obo/UO_0000034"
"M1378-1-4"	"extraction/derivatization"	"M1378-1-4"	"BA01-0-1"	"not reported"	""	""	"306281"	""	""	"71"	""	""	"none reported"	""	""	"BA01_1_A1B1_2008-07-24.dam"	""	""	"liquid chromatography separation"	"MS"	"http://purl.obolibrary.org/obo/MS_1002271"	"negative scan"	"MS"	"http://purl.obolibrary.org/obo/MS_1000129"	"1"	""	""	"1"	""	""	"18/11/2010"	"BA01-0-1_306281_71_1_1_SAMPLE_302718_M1378-1-4"	"BA01-0-1_306281_71_0_1_1_00_302718.wiff"	"biocrates analysis"	"MetIQ_Local Build-DB100-Local Build"	""	""	"DT_BA01-0-1_306281"	"BA01-0-1_306281_maf-negative.txt"	"high fat diet"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002757"	"8"	"week"	"UO"	"http://purl.obolibrary.org/obo/UO_0000034"
"M1378-1-4"	"extraction/derivatization"	"M1378-1-4"	"EM01-0-2"	"not reported"	""	""	"306295"	""	""	"71"	""	""	"none reported"	""	""	"EM01_2_A2B2_HILIC_2010-09-16_right.dam"	""	""	"liquid chromatography separation"	"MS"	"http://purl.obolibrary.org/obo/MS_1002271"	"negative scan"	"MS"	"http://purl.obolibrary.org/obo/MS_1000129"	"1"	""	""	"1"	""	""	"17/11/2010"	"EM01-0-2_306295_71_1_1_SAMPLE_302718_M1378-1-4"	"EM01-0-2_306295_71_0_1_1_00_302718.wiff"	"biocrates analysis"	"MetIQ_Local Build-DB100-Local Build"	""	""	"DT_EM01-0-2_306295"	"EM01-0-2_306295_maf-negative.txt"	"high fat diet"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002757"	"8"	"week"	"UO"	"http://purl.obolibrary.org/obo/UO_0000034"
"M1379"	"extraction/derivatization"	"M1379"	"PG01-0-1"	"not reported"	""	""	"246640"	""	""	"20"	""	""	"none reported"	""	""	"PG01_QTrap5500_A1B1.dam"	""	""	"liquid chromatography separation"	"MS"	"http://purl.obolibrary.org/obo/MS_1002271"	"negative scan"	"MS"	"http://purl.obolibrary.org/obo/MS_1000129"	"1"	""	""	"1"	""	""	"02/07/2010"	"PG01-0-1_246640_20_1_1_SAMPLE_246277_M1379"	"PG01-0-1_246640_20_0_1_1_00_246277.wiff"	"biocrates analysis"	"MetIQ_Local Build-DB100-Local Build"	""	""	"DT_PG01-0-1_246640"	"PG01-0-1_246640_maf-negative.txt"	"standard diet"	""	""	"8"	"week"	"UO"	"http://purl.obolibrary.org/obo/UO_0000034"
"M1379"	"extraction/derivatization"	"M1379"	"EM01-0-1"	"not reported"	""	""	"246619"	""	""	"20"	""	""	"none reported"	""	""	"EM01_2_A2B2_HILIC_2010-06-14_right_Q4.dam"	""	""	"liquid chromatography separation"	"MS"	"http://purl.obolibrary.org/obo/MS_1002271"	"negative scan"	"MS"	"http://purl.obolibrary.org/obo/MS_1000129"	"1"	""	""	"1"	""	""	"29/06/2010"	"EM01-0-1_246619_20_1_1_SAMPLE_246277_M1379"	"EM01-0-1_246619_20_0_1_1_00_246277.wiff"	"biocrates analysis"	"MetIQ_Local Build-DB100-Local Build"	""	""	"DT_EM01-0-1_246619"	"EM01-0-1_246619_maf-negative.txt"	"standard diet"	""	""	"8"	"week"	"UO"	"http://purl.obolibrary.org/obo/UO_0000034"
"M1379"	"extraction/derivatization"	"M1379"	"KIT1-0-41"	"Biocrates p150 Kit"	""	""	"246622"	""	""	"20"	""	""	"none reported"	""	""	"KIT-FIA_neg.dam"	""	""	"flow injection analysis"	"MS"	"http://purl.obolibrary.org/obo/MS_1000058"	"negative scan"	"MS"	"http://purl.obolibrary.org/obo/MS_1000129"	"1"	""	""	"1"	""	""	"01/07/2010"	"KIT1-0-41_246622_20_1_1_SAMPLE_246277_M1379"	"KIT1-0-41_246622_20_0_1_1_00_246277.wiff"	"biocrates analysis"	"MetIQ_Local Build-DB100-Local Build"	""	""	"DT_KIT1-0-41_246622"	"KIT1-0-41_246622_maf-negative.txt"	"standard diet"	""	""	"8"	"week"	"UO"	"http://purl.obolibrary.org/obo/UO_0000034"
"M1379"	"extraction/derivatization"	"M1379"	"BA01-0-1"	"not reported"	""	""	"246605"	""	""	"20"	""	""	"none reported"	""	""	"BA01_1_A1B1_2008-07-24.dam"	""	""	"liquid chromatography separation"	"MS"	"http://purl.obolibrary.org/obo/MS_1002271"	"negative scan"	"MS"	"http://purl.obolibrary.org/obo/MS_1000129"	"1"	""	""	"1"	""	""	"30/06/2010"	"BA01-0-1_246605_20_1_1_SAMPLE_246277_M1379"	"BA01-0-1_246605_20_0_1_1_00_246277.wiff"	"biocrates analysis"	"MetIQ_Local Build-DB100-Local Build"	""	""	"DT_BA01-0-1_246605"	"BA01-0-1_246605_maf-negative.txt"	"standard diet"	""	""	"8"	"week"	"UO"	"http://purl.obolibrary.org/obo/UO_0000034"
"M1380"	"extraction/derivatization"	"M1380"	"PG01-0-1"	"not reported"	""	""	"246640"	""	""	"45"	""	""	"none reported"	""	""	"PG01_QTrap5500_A1B1.dam"	""	""	"liquid chromatography separation"	"MS"	"http://purl.obolibrary.org/obo/MS_1002271"	"negative scan"	"MS"	"http://purl.obolibrary.org/obo/MS_1000129"	"1"	""	""	"1"	""	""	"02/07/2010"	"PG01-0-1_246640_45_1_1_SAMPLE_246281_M1380"	"PG01-0-1_246640_45_0_1_1_00_246281.wiff"	"biocrates analysis"	"MetIQ_Local Build-DB100-Local Build"	""	""	"DT_PG01-0-1_246640"	"PG01-0-1_246640_maf-negative.txt"	"standard diet"	""	""	"8"	"week"	"UO"	"http://purl.obolibrary.org/obo/UO_0000034"
"M1380"	"extraction/derivatization"	"M1380"	"EM01-0-1"	"not reported"	""	""	"246619"	""	""	"45"	""	""	"none reported"	""	""	"EM01_2_A2B2_HILIC_2010-06-14_right_Q4.dam"	""	""	"liquid chromatography separation"	"MS"	"http://purl.obolibrary.org/obo/MS_1002271"	"negative scan"	"MS"	"http://purl.obolibrary.org/obo/MS_1000129"	"1"	""	""	"1"	""	""	"29/06/2010"	"EM01-0-1_246619_45_1_1_SAMPLE_246281_M1380"	"EM01-0-1_246619_45_0_1_1_00_246281.wiff"	"biocrates analysis"	"MetIQ_Local Build-DB100-Local Build"	""	""	"DT_EM01-0-1_246619"	"EM01-0-1_246619_maf-negative.txt"	"standard diet"	""	""	"8"	"week"	"UO"	"http://purl.obolibrary.org/obo/UO_0000034"
"M1380"	"extraction/derivatization"	"M1380"	"KIT1-0-41"	"Biocrates p150 Kit"	""	""	"246622"	""	""	"45"	""	""	"none reported"	""	""	"KIT-FIA_neg.dam"	""	""	"flow injection analysis"	"MS"	"http://purl.obolibrary.org/obo/MS_1000058"	"negative scan"	"MS"	"http://purl.obolibrary.org/obo/MS_1000129"	"1"	""	""	"1"	""	""	"01/07/2010"	"KIT1-0-41_246622_45_1_1_SAMPLE_246281_M1380"	"KIT1-0-41_246622_45_0_1_1_00_246281.wiff"	"biocrates analysis"	"MetIQ_Local Build-DB100-Local Build"	""	""	"DT_KIT1-0-41_246622"	"KIT1-0-41_246622_maf-negative.txt"	"standard diet"	""	""	"8"	"week"	"UO"	"http://purl.obolibrary.org/obo/UO_0000034"
"M1380"	"extraction/derivatization"	"M1380"	"BA01-0-1"	"not reported"	""	""	"246605"	""	""	"45"	""	""	"none reported"	""	""	"BA01_1_A1B1_2008-07-24.dam"	""	""	"liquid chromatography separation"	"MS"	"http://purl.obolibrary.org/obo/MS_1002271"	"negative scan"	"MS"	"http://purl.obolibrary.org/obo/MS_1000129"	"1"	""	""	"1"	""	""	"30/06/2010"	"BA01-0-1_246605_45_1_1_SAMPLE_246281_M1380"	"BA01-0-1_246605_45_0_1_1_00_246281.wiff"	"biocrates analysis"	"MetIQ_Local Build-DB100-Local Build"	""	""	"DT_BA01-0-1_246605"	"BA01-0-1_246605_maf-negative.txt"	"standard diet"	""	""	"8"	"week"	"UO"	"http://purl.obolibrary.org/obo/UO_0000034"
"M1381"	"extraction/derivatization"	"M1381"	"PG01-0-1"	"not reported"	""	""	"246640"	""	""	"47"	""	""	"none reported"	""	""	"PG01_QTrap5500_A1B1.dam"	""	""	"liquid chromatography separation"	"MS"	"http://purl.obolibrary.org/obo/MS_1002271"	"negative scan"	"MS"	"http://purl.obolibrary.org/obo/MS_1000129"	"1"	""	""	"1"	""	""	"02/07/2010"	"PG01-0-1_246640_47_1_1_SAMPLE_246294_M1381"	"PG01-0-1_246640_47_0_1_1_00_246294.wiff"	"biocrates analysis"	"MetIQ_Local Build-DB100-Local Build"	""	""	"DT_PG01-0-1_246640"	"PG01-0-1_246640_maf-negative.txt"	"standard diet"	""	""	"8"	"week"	"UO"	"http://purl.obolibrary.org/obo/UO_0000034"
"M1381"	"extraction/derivatization"	"M1381"	"EM01-0-1"	"not reported"	""	""	"246619"	""	""	"47"	""	""	"none reported"	""	""	"EM01_2_A2B2_HILIC_2010-06-14_right_Q4.dam"	""	""	"liquid chromatography separation"	"MS"	"http://purl.obolibrary.org/obo/MS_1002271"	"negative scan"	"MS"	"http://purl.obolibrary.org/obo/MS_1000129"	"1"	""	""	"1"	""	""	"29/06/2010"	"EM01-0-1_246619_47_1_1_SAMPLE_246294_M1381"	"EM01-0-1_246619_47_0_1_1_00_246294.wiff"	"biocrates analysis"	"MetIQ_Local Build-DB100-Local Build"	""	""	"DT_EM01-0-1_246619"	"EM01-0-1_246619_maf-negative.txt"	"standard diet"	""	""	"8"	"week"	"UO"	"http://purl.obolibrary.org/obo/UO_0000034"
"M1381"	"extraction/derivatization"	"M1381"	"KIT1-0-41"	"Biocrates p150 Kit"	""	""	"246622"	""	""	"47"	""	""	"none reported"	""	""	"KIT-FIA_neg.dam"	""	""	"flow injection analysis"	"MS"	"http://purl.obolibrary.org/obo/MS_1000058"	"negative scan"	"MS"	"http://purl.obolibrary.org/obo/MS_1000129"	"1"	""	""	"1"	""	""	"01/07/2010"	"KIT1-0-41_246622_47_1_1_SAMPLE_246294_M1381"	"KIT1-0-41_246622_47_0_1_1_00_246294.wiff"	"biocrates analysis"	"MetIQ_Local Build-DB100-Local Build"	""	""	"DT_KIT1-0-41_246622"	"KIT1-0-41_246622_maf-negative.txt"	"standard diet"	""	""	"8"	"week"	"UO"	"http://purl.obolibrary.org/obo/UO_0000034"
"M1381"	"extraction/derivatization"	"M1381"	"BA01-0-1"	"not reported"	""	""	"246605"	""	""	"47"	""	""	"none reported"	""	""	"BA01_1_A1B1_2008-07-24.dam"	""	""	"liquid chromatography separation"	"MS"	"http://purl.obolibrary.org/obo/MS_1002271"	"negative scan"	"MS"	"http://purl.obolibrary.org/obo/MS_1000129"	"1"	""	""	"1"	""	""	"30/06/2010"	"BA01-0-1_246605_47_1_1_SAMPLE_246294_M1381"	"BA01-0-1_246605_47_0_1_1_00_246294.wiff"	"biocrates analysis"	"MetIQ_Local Build-DB100-Local Build"	""	""	"DT_BA01-0-1_246605"	"BA01-0-1_246605_maf-negative.txt"	"standard diet"	""	""	"8"	"week"	"UO"	"http://purl.obolibrary.org/obo/UO_0000034"
"M1382"	"extraction/derivatization"	"M1382"	"PG01-0-1"	"not reported"	""	""	"246640"	""	""	"86"	""	""	"none reported"	""	""	"PG01_QTrap5500_A1B1.dam"	""	""	"liquid chromatography separation"	"MS"	"http://purl.obolibrary.org/obo/MS_1002271"	"negative scan"	"MS"	"http://purl.obolibrary.org/obo/MS_1000129"	"1"	""	""	"1"	""	""	"01/07/2010"	"PG01-0-1_246640_86_1_1_SAMPLE_246302_M1382"	"PG01-0-1_246640_86_0_1_1_00_246302.wiff"	"biocrates analysis"	"MetIQ_Local Build-DB100-Local Build"	""	""	"DT_PG01-0-1_246640"	"PG01-0-1_246640_maf-negative.txt"	"standard diet"	""	""	"8"	"week"	"UO"	"http://purl.obolibrary.org/obo/UO_0000034"
"M1382"	"extraction/derivatization"	"M1382"	"EM01-0-1"	"not reported"	""	""	"246619"	""	""	"86"	""	""	"none reported"	""	""	"EM01_2_A2B2_HILIC_2010-06-14_right_Q4.dam"	""	""	"liquid chromatography separation"	"MS"	"http://purl.obolibrary.org/obo/MS_1002271"	"negative scan"	"MS"	"http://purl.obolibrary.org/obo/MS_1000129"	"1"	""	""	"1"	""	""	"28/06/2010"	"EM01-0-1_246619_86_1_1_SAMPLE_246302_M1382"	"EM01-0-1_246619_86_0_1_1_00_246302.wiff"	"biocrates analysis"	"MetIQ_Local Build-DB100-Local Build"	""	""	"DT_EM01-0-1_246619"	"EM01-0-1_246619_maf-negative.txt"	"standard diet"	""	""	"8"	"week"	"UO"	"http://purl.obolibrary.org/obo/UO_0000034"
"M1382"	"extraction/derivatization"	"M1382"	"KIT1-0-41"	"Biocrates p150 Kit"	""	""	"246622"	""	""	"86"	""	""	"none reported"	""	""	"KIT-FIA_neg.dam"	""	""	"flow injection analysis"	"MS"	"http://purl.obolibrary.org/obo/MS_1000058"	"negative scan"	"MS"	"http://purl.obolibrary.org/obo/MS_1000129"	"1"	""	""	"1"	""	""	"30/06/2010"	"KIT1-0-41_246622_86_1_1_SAMPLE_246302_M1382"	"KIT1-0-41_246622_86_0_1_1_00_246302.wiff"	"biocrates analysis"	"MetIQ_Local Build-DB100-Local Build"	""	""	"DT_KIT1-0-41_246622"	"KIT1-0-41_246622_maf-negative.txt"	"standard diet"	""	""	"8"	"week"	"UO"	"http://purl.obolibrary.org/obo/UO_0000034"
"M1382"	"extraction/derivatization"	"M1382"	"BA01-0-1"	"not reported"	""	""	"246605"	""	""	"86"	""	""	"none reported"	""	""	"BA01_1_A1B1_2008-07-24.dam"	""	""	"liquid chromatography separation"	"MS"	"http://purl.obolibrary.org/obo/MS_1002271"	"negative scan"	"MS"	"http://purl.obolibrary.org/obo/MS_1000129"	"1"	""	""	"1"	""	""	"29/06/2010"	"BA01-0-1_246605_86_1_1_SAMPLE_246302_M1382"	"BA01-0-1_246605_86_0_1_1_00_246302.wiff"	"biocrates analysis"	"MetIQ_Local Build-DB100-Local Build"	""	""	"DT_BA01-0-1_246605"	"BA01-0-1_246605_maf-negative.txt"	"standard diet"	""	""	"8"	"week"	"UO"	"http://purl.obolibrary.org/obo/UO_0000034"
"M1383"	"extraction/derivatization"	"M1383"	"PG01-0-1"	"not reported"	""	""	"231609"	""	""	"20"	""	""	"none reported"	""	""	"PG01_QTrap5500_A1B1.dam"	""	""	"liquid chromatography separation"	"MS"	"http://purl.obolibrary.org/obo/MS_1002271"	"negative scan"	"MS"	"http://purl.obolibrary.org/obo/MS_1000129"	"1"	""	""	"1"	""	""	"18/05/2010"	"PG01-0-1_231609_20_1_1_SAMPLE_222388_M1383"	"PG01-0-1_231609_20_0_1_1_00_222388.wiff"	"biocrates analysis"	"MetIQ_Local Build-DB100-Local Build"	""	""	"DT_PG01-0-1_231609"	"PG01-0-1_231609_maf-negative.txt"	"standard diet"	""	""	"8"	"week"	"UO"	"http://purl.obolibrary.org/obo/UO_0000034"
"M1383"	"extraction/derivatization"	"M1383"	"EM01-0-1"	"not reported"	""	""	"231573"	""	""	"20"	""	""	"none reported"	""	""	"EM01_2_A2B2_HILIC_2010-04-13.dam"	""	""	"liquid chromatography separation"	"MS"	"http://purl.obolibrary.org/obo/MS_1002271"	"negative scan"	"MS"	"http://purl.obolibrary.org/obo/MS_1000129"	"1"	""	""	"1"	""	""	"18/05/2010"	"EM01-0-1_231573_20_1_1_SAMPLE_222388_M1383"	"EM01-0-1_231573_20_0_1_1_00_222388.wiff"	"biocrates analysis"	"MetIQ_Local Build-DB100-Local Build"	""	""	"DT_EM01-0-1_231573"	"EM01-0-1_231573_maf-negative.txt"	"standard diet"	""	""	"8"	"week"	"UO"	"http://purl.obolibrary.org/obo/UO_0000034"
"M1383"	"extraction/derivatization"	"M1383"	"BA01-0-1"	"not reported"	""	""	"231560"	""	""	"20"	""	""	"none reported"	""	""	"BA01_QTrap5500_A1B1.dam"	""	""	"liquid chromatography separation"	"MS"	"http://purl.obolibrary.org/obo/MS_1002271"	"negative scan"	"MS"	"http://purl.obolibrary.org/obo/MS_1000129"	"1"	""	""	"1"	""	""	"19/05/2010"	"BA01-0-1_231560_20_1_1_SAMPLE_222388_M1383"	"no file21"	"biocrates analysis"	"MetIQ_Local Build-DB100-Local Build"	""	""	"DT_BA01-0-1_231560"	"BA01-0-1_231560_maf-negative.txt"	"standard diet"	""	""	"8"	"week"	"UO"	"http://purl.obolibrary.org/obo/UO_0000034"
"M1383"	"extraction/derivatization"	"M1383"	"KIT1-0-41"	"Biocrates p150 Kit"	""	""	"231587"	""	""	"20"	""	""	"none reported"	""	""	"KIT-FIA_neg.dam"	""	""	"flow injection analysis"	"MS"	"http://purl.obolibrary.org/obo/MS_1000058"	"negative scan"	"MS"	"http://purl.obolibrary.org/obo/MS_1000129"	"1"	""	""	"1"	""	""	"18/05/2010"	"KIT1-0-41_231587_20_1_1_SAMPLE_222388_M1383"	"KIT1-0-41_231587_20_0_1_1_00_222388.wiff"	"biocrates analysis"	"MetIQ_Local Build-DB100-Local Build"	""	""	"DT_KIT1-0-41_231587"	"KIT1-0-41_231587_maf-negative.txt"	"standard diet"	""	""	"8"	"week"	"UO"	"http://purl.obolibrary.org/obo/UO_0000034"
"M1384"	"extraction/derivatization"	"M1384"	"PG01-0-1"	"not reported"	""	""	"231609"	""	""	"64"	""	""	"none reported"	""	""	"PG01_QTrap5500_A1B1.dam"	""	""	"liquid chromatography separation"	"MS"	"http://purl.obolibrary.org/obo/MS_1002271"	"negative scan"	"MS"	"http://purl.obolibrary.org/obo/MS_1000129"	"1"	""	""	"1"	""	""	"17/05/2010"	"PG01-0-1_231609_64_1_1_SAMPLE_222391_M1384"	"PG01-0-1_231609_64_0_1_1_00_222391.wiff"	"biocrates analysis"	"MetIQ_Local Build-DB100-Local Build"	""	""	"DT_PG01-0-1_231609"	"PG01-0-1_231609_maf-negative.txt"	"standard diet"	""	""	"8"	"week"	"UO"	"http://purl.obolibrary.org/obo/UO_0000034"
"M1384"	"extraction/derivatization"	"M1384"	"EM01-0-1"	"not reported"	""	""	"231573"	""	""	"64"	""	""	"none reported"	""	""	"EM01_2_A2B2_HILIC_2010-04-13.dam"	""	""	"liquid chromatography separation"	"MS"	"http://purl.obolibrary.org/obo/MS_1002271"	"negative scan"	"MS"	"http://purl.obolibrary.org/obo/MS_1000129"	"1"	""	""	"1"	""	""	"17/05/2010"	"EM01-0-1_231573_64_1_1_SAMPLE_222391_M1384"	"EM01-0-1_231573_64_0_1_1_00_222391.wiff"	"biocrates analysis"	"MetIQ_Local Build-DB100-Local Build"	""	""	"DT_EM01-0-1_231573"	"EM01-0-1_231573_maf-negative.txt"	"standard diet"	""	""	"8"	"week"	"UO"	"http://purl.obolibrary.org/obo/UO_0000034"
"M1384"	"extraction/derivatization"	"M1384"	"BA01-0-1"	"not reported"	""	""	"231560"	""	""	"64"	""	""	"none reported"	""	""	"BA01_QTrap5500_A1B1.dam"	""	""	"liquid chromatography separation"	"MS"	"http://purl.obolibrary.org/obo/MS_1002271"	"negative scan"	"MS"	"http://purl.obolibrary.org/obo/MS_1000129"	"1"	""	""	"1"	""	""	"19/05/2010"	"BA01-0-1_231560_64_1_1_SAMPLE_222391_M1384"	"no file67"	"biocrates analysis"	"MetIQ_Local Build-DB100-Local Build"	""	""	"DT_BA01-0-1_231560"	"BA01-0-1_231560_maf-negative.txt"	"standard diet"	""	""	"8"	"week"	"UO"	"http://purl.obolibrary.org/obo/UO_0000034"
"M1384"	"extraction/derivatization"	"M1384"	"KIT1-0-41"	"Biocrates p150 Kit"	""	""	"231587"	""	""	"64"	""	""	"none reported"	""	""	"KIT-FIA_neg.dam"	""	""	"flow injection analysis"	"MS"	"http://purl.obolibrary.org/obo/MS_1000058"	"negative scan"	"MS"	"http://purl.obolibrary.org/obo/MS_1000129"	"1"	""	""	"1"	""	""	"18/05/2010"	"KIT1-0-41_231587_64_1_1_SAMPLE_222391_M1384"	"KIT1-0-41_231587_64_0_1_1_00_222391.wiff"	"biocrates analysis"	"MetIQ_Local Build-DB100-Local Build"	""	""	"DT_KIT1-0-41_231587"	"KIT1-0-41_231587_maf-negative.txt"	"standard diet"	""	""	"8"	"week"	"UO"	"http://purl.obolibrary.org/obo/UO_0000034"
"M1385"	"extraction/derivatization"	"M1385"	"PG01-0-1"	"not reported"	""	""	"231609"	""	""	"54"	""	""	"none reported"	""	""	"PG01_QTrap5500_A1B1.dam"	""	""	"liquid chromatography separation"	"MS"	"http://purl.obolibrary.org/obo/MS_1002271"	"negative scan"	"MS"	"http://purl.obolibrary.org/obo/MS_1000129"	"1"	""	""	"1"	""	""	"18/05/2010"	"PG01-0-1_231609_54_1_1_SAMPLE_222400_M1385"	"PG01-0-1_231609_54_0_1_1_00_222400.wiff"	"biocrates analysis"	"MetIQ_Local Build-DB100-Local Build"	""	""	"DT_PG01-0-1_231609"	"PG01-0-1_231609_maf-negative.txt"	"standard diet"	""	""	"8"	"week"	"UO"	"http://purl.obolibrary.org/obo/UO_0000034"
"M1385"	"extraction/derivatization"	"M1385"	"EM01-0-1"	"not reported"	""	""	"231573"	""	""	"54"	""	""	"none reported"	""	""	"EM01_2_A2B2_HILIC_2010-04-13.dam"	""	""	"liquid chromatography separation"	"MS"	"http://purl.obolibrary.org/obo/MS_1002271"	"negative scan"	"MS"	"http://purl.obolibrary.org/obo/MS_1000129"	"1"	""	""	"1"	""	""	"18/05/2010"	"EM01-0-1_231573_54_1_1_SAMPLE_222400_M1385"	"EM01-0-1_231573_54_0_1_1_00_222400.wiff"	"biocrates analysis"	"MetIQ_Local Build-DB100-Local Build"	""	""	"DT_EM01-0-1_231573"	"EM01-0-1_231573_maf-negative.txt"	"standard diet"	""	""	"8"	"week"	"UO"	"http://purl.obolibrary.org/obo/UO_0000034"
"M1385"	"extraction/derivatization"	"M1385"	"BA01-0-1"	"not reported"	""	""	"231560"	""	""	"54"	""	""	"none reported"	""	""	"BA01_QTrap5500_A1B1.dam"	""	""	"liquid chromatography separation"	"MS"	"http://purl.obolibrary.org/obo/MS_1002271"	"negative scan"	"MS"	"http://purl.obolibrary.org/obo/MS_1000129"	"1"	""	""	"1"	""	""	"19/05/2010"	"BA01-0-1_231560_54_1_1_SAMPLE_222400_M1385"	"no file53"	"biocrates analysis"	"MetIQ_Local Build-DB100-Local Build"	""	""	"DT_BA01-0-1_231560"	"BA01-0-1_231560_maf-negative.txt"	"standard diet"	""	""	"8"	"week"	"UO"	"http://purl.obolibrary.org/obo/UO_0000034"
"M1385"	"extraction/derivatization"	"M1385"	"KIT1-0-41"	"Biocrates p150 Kit"	""	""	"231587"	""	""	"54"	""	""	"none reported"	""	""	"KIT-FIA_neg.dam"	""	""	"flow injection analysis"	"MS"	"http://purl.obolibrary.org/obo/MS_1000058"	"negative scan"	"MS"	"http://purl.obolibrary.org/obo/MS_1000129"	"1"	""	""	"1"	""	""	"18/05/2010"	"KIT1-0-41_231587_54_1_1_SAMPLE_222400_M1385"	"KIT1-0-41_231587_54_0_1_1_00_222400.wiff"	"biocrates analysis"	"MetIQ_Local Build-DB100-Local Build"	""	""	"DT_KIT1-0-41_231587"	"KIT1-0-41_231587_maf-negative.txt"	"standard diet"	""	""	"8"	"week"	"UO"	"http://purl.obolibrary.org/obo/UO_0000034"
"M1386"	"extraction/derivatization"	"M1386"	"PG01-0-1"	"not reported"	""	""	"231609"	""	""	"8"	""	""	"none reported"	""	""	"PG01_QTrap5500_A1B1.dam"	""	""	"liquid chromatography separation"	"MS"	"http://purl.obolibrary.org/obo/MS_1002271"	"negative scan"	"MS"	"http://purl.obolibrary.org/obo/MS_1000129"	"1"	""	""	"1"	""	""	"18/05/2010"	"PG01-0-1_231609_8_1_1_SAMPLE_222413_M1386"	"PG01-0-1_231609_08_0_1_1_00_222413.wiff"	"biocrates analysis"	"MetIQ_Local Build-DB100-Local Build"	""	""	"DT_PG01-0-1_231609"	"PG01-0-1_231609_maf-negative.txt"	"standard diet"	""	""	"8"	"week"	"UO"	"http://purl.obolibrary.org/obo/UO_0000034"
"M1386"	"extraction/derivatization"	"M1386"	"EM01-0-1"	"not reported"	""	""	"231573"	""	""	"8"	""	""	"none reported"	""	""	"EM01_2_A2B2_HILIC_2010-04-13.dam"	""	""	"liquid chromatography separation"	"MS"	"http://purl.obolibrary.org/obo/MS_1002271"	"negative scan"	"MS"	"http://purl.obolibrary.org/obo/MS_1000129"	"1"	""	""	"1"	""	""	"18/05/2010"	"EM01-0-1_231573_8_1_1_SAMPLE_222413_M1386"	"EM01-0-1_231573_08_0_1_1_00_222413.wiff"	"biocrates analysis"	"MetIQ_Local Build-DB100-Local Build"	""	""	"DT_EM01-0-1_231573"	"EM01-0-1_231573_maf-negative.txt"	"standard diet"	""	""	"8"	"week"	"UO"	"http://purl.obolibrary.org/obo/UO_0000034"
