"Sample Name"	"Protocol REF"	"Extract Name"	"Protocol REF"	"Parameter Value[kit name]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[plate ID]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[plate position]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[mass spectrometry instrument]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[acquisition parameter file]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[inlet type]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[polarity]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[run number]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[injection number]"	"Term Source REF"	"Term Accession Number"	"Date"	"MS Assay Name"	"Raw Spectral Data File"	"Protocol REF"	"Parameter Value[software]"	"Term Source REF"	"Term Accession Number"	"Data Transformation Name"	"Derived Spectral Data File"
"M1096"	"extraction/derivatization"	"M1096"	"KIT2-0-20"	"not reported"	""	""	"231591"	""	""	"77"	""	""	"none reported"	""	""	"KIT2_A1B1_2010-04-29_V1-left.dam"	""	""	"liquid chromatography separation"	"MS"	"http://purl.obolibrary.org/obo/MS_1002271"	"positive scan"	"MS"	"http://purl.obolibrary.org/obo/MS_1000130"	"1"	""	""	"1"	""	""	"2010-05-17"	"KIT2-0-20_231591_77_1_1_SAMPLE_222593_M1096"	"KIT2-0-20_231591_77_0_1_1_00_222593.wiff"	"biocrates analysis"	"MetIQ_Local Build-DB100-Local Build"	""	""	"DT_KIT2-0-20_231591"	"KIT2-0-20_231591_maf-positive.txt"
"M1039"	"extraction/derivatization"	"M1039"	"KIT2-0-20"	"not reported"	""	""	"231591"	""	""	"78"	""	""	"none reported"	""	""	"KIT2_A1B1_2010-04-29_V1-left.dam"	""	""	"liquid chromatography separation"	"MS"	"http://purl.obolibrary.org/obo/MS_1002271"	"positive scan"	"MS"	"http://purl.obolibrary.org/obo/MS_1000130"	"1"	""	""	"1"	""	""	"2010-05-17"	"KIT2-0-20_231591_78_1_1_SAMPLE_222681_M1039"	"KIT2-0-20_231591_78_0_1_1_00_222681.wiff"	"biocrates analysis"	"MetIQ_Local Build-DB100-Local Build"	""	""	"DT_KIT2-0-20_231591"	"KIT2-0-20_231591_maf-positive.txt"
"M1005"	"extraction/derivatization"	"M1005"	"KIT2-0-20"	"not reported"	""	""	"231591"	""	""	"79"	""	""	"none reported"	""	""	"KIT2_A1B1_2010-04-29_V1-left.dam"	""	""	"liquid chromatography separation"	"MS"	"http://purl.obolibrary.org/obo/MS_1002271"	"positive scan"	"MS"	"http://purl.obolibrary.org/obo/MS_1000130"	"1"	""	""	"1"	""	""	"2010-05-17"	"KIT2-0-20_231591_79_1_1_SAMPLE_222492_M1005"	"KIT2-0-20_231591_79_0_1_1_00_222492.wiff"	"biocrates analysis"	"MetIQ_Local Build-DB100-Local Build"	""	""	"DT_KIT2-0-20_231591"	"KIT2-0-20_231591_maf-positive.txt"
"KIT2 L6"	"extraction/derivatization"	"KIT2 L6"	"KIT2-0-20"	"not reported"	""	""	"231591"	""	""	"73"	""	""	"none reported"	""	""	"KIT2_A1B1_2010-04-29_V1-left.dam"	""	""	"liquid chromatography separation"	"MS"	"http://purl.obolibrary.org/obo/MS_1002271"	"positive scan"	"MS"	"http://purl.obolibrary.org/obo/MS_1000130"	"1"	""	""	"1"	""	""	"2010-05-17"	"KIT2-0-20_231591_73_1_1_STANDARD_L6_200088_KIT2 L6"	"KIT2-0-20_231591_73_0_1_1_02_200088.wiff"	"biocrates analysis"	"MetIQ_Local Build-DB100-Local Build"	""	""	"DT_KIT2-0-20_231591"	"KIT2-0-20_231591_maf-positive.txt"
"M620"	"extraction/derivatization"	"M620"	"KIT2-0-20"	"not reported"	""	""	"231591"	""	""	"74"	""	""	"none reported"	""	""	"KIT2_A1B1_2010-04-29_V1-left.dam"	""	""	"liquid chromatography separation"	"MS"	"http://purl.obolibrary.org/obo/MS_1002271"	"positive scan"	"MS"	"http://purl.obolibrary.org/obo/MS_1000130"	"1"	""	""	"1"	""	""	"2010-05-17"	"KIT2-0-20_231591_74_1_1_SAMPLE_222514_M620"	"KIT2-0-20_231591_74_0_1_1_00_222514.wiff"	"biocrates analysis"	"MetIQ_Local Build-DB100-Local Build"	""	""	"DT_KIT2-0-20_231591"	"KIT2-0-20_231591_maf-positive.txt"
"M1130"	"extraction/derivatization"	"M1130"	"KIT2-0-20"	"not reported"	""	""	"231591"	""	""	"75"	""	""	"none reported"	""	""	"KIT2_A1B1_2010-04-29_V1-left.dam"	""	""	"liquid chromatography separation"	"MS"	"http://purl.obolibrary.org/obo/MS_1002271"	"positive scan"	"MS"	"http://purl.obolibrary.org/obo/MS_1000130"	"1"	""	""	"1"	""	""	"2010-05-17"	"KIT2-0-20_231591_75_1_1_SAMPLE_222444_M1130"	"KIT2-0-20_231591_75_0_1_1_00_222444.wiff"	"biocrates analysis"	"MetIQ_Local Build-DB100-Local Build"	""	""	"DT_KIT2-0-20_231591"	"KIT2-0-20_231591_maf-positive.txt"
"KIT2 L7"	"extraction/derivatization"	"KIT2 L7"	"KIT2-0-20"	"not reported"	""	""	"231591"	""	""	"85"	""	""	"none reported"	""	""	"KIT2_A1B1_2010-04-29_V1-left.dam"	""	""	"liquid chromatography separation"	"MS"	"http://purl.obolibrary.org/obo/MS_1002271"	"positive scan"	"MS"	"http://purl.obolibrary.org/obo/MS_1000130"	"1"	""	""	"1"	""	""	"2010-05-17"	"KIT2-0-20_231591_85_1_1_STANDARD_L7_200091_KIT2 L7"	"KIT2-0-20_231591_85_0_1_1_02_200091.wiff"	"biocrates analysis"	"MetIQ_Local Build-DB100-Local Build"	""	""	"DT_KIT2-0-20_231591"	"KIT2-0-20_231591_maf-positive.txt"
"Sample Pool"	"extraction/derivatization"	"Sample Pool"	"KIT2-0-20"	"not reported"	""	""	"231591"	""	""	"84"	""	""	"none reported"	""	""	"KIT2_A1B1_2010-04-29_V1-left.dam"	""	""	"liquid chromatography separation"	"MS"	"http://purl.obolibrary.org/obo/MS_1002271"	"positive scan"	"MS"	"http://purl.obolibrary.org/obo/MS_1000130"	"1"	""	""	"1"	""	""	"2010-05-17"	"KIT2-0-20_231591_84_1_1_QC_1_223311_Sample Pool"	"KIT2-0-20_231591_84_0_1_1_03_223311.wiff"	"biocrates analysis"	"MetIQ_Local Build-DB100-Local Build"	""	""	"DT_KIT2-0-20_231591"	"KIT2-0-20_231591_maf-positive.txt"
"Sample Pool"	"extraction/derivatization"	"Sample Pool"	"KIT2-0-20"	"not reported"	""	""	"231591"	""	""	"84"	""	""	"none reported"	""	""	"KIT2_A1B1_2010-04-29_V1-left.dam"	""	""	"liquid chromatography separation"	"MS"	"http://purl.obolibrary.org/obo/MS_1002271"	"positive scan"	"MS"	"http://purl.obolibrary.org/obo/MS_1000130"	"1"	""	""	"2"	""	""	"2010-05-17"	"KIT2-0-20_231591_84_1_2_QC_1_223311_Sample Pool"	"KIT2-0-20_231591_84_0_1_2_03_223311.wiff"	"biocrates analysis"	"MetIQ_Local Build-DB100-Local Build"	""	""	"DT_KIT2-0-20_231591"	"KIT2-0-20_231591_maf-positive.txt"
"Sample Pool"	"extraction/derivatization"	"Sample Pool"	"KIT2-0-20"	"not reported"	""	""	"231591"	""	""	"84"	""	""	"none reported"	""	""	"KIT2_A1B1_2010-04-29_V1-left.dam"	""	""	"liquid chromatography separation"	"MS"	"http://purl.obolibrary.org/obo/MS_1002271"	"positive scan"	"MS"	"http://purl.obolibrary.org/obo/MS_1000130"	"1"	""	""	"3"	""	""	"2010-05-17"	"KIT2-0-20_231591_84_1_3_QC_1_223311_Sample Pool"	"KIT2-0-20_231591_84_0_1_3_03_223311.wiff"	"biocrates analysis"	"MetIQ_Local Build-DB100-Local Build"	""	""	"DT_KIT2-0-20_231591"	"KIT2-0-20_231591_maf-positive.txt"
"Sample Pool"	"extraction/derivatization"	"Sample Pool"	"KIT2-0-20"	"not reported"	""	""	"231591"	""	""	"84"	""	""	"none reported"	""	""	"KIT2_A1B1_2010-04-29_V1-left.dam"	""	""	"liquid chromatography separation"	"MS"	"http://purl.obolibrary.org/obo/MS_1002271"	"positive scan"	"MS"	"http://purl.obolibrary.org/obo/MS_1000130"	"1"	""	""	"4"	""	""	"2010-05-18"	"KIT2-0-20_231591_84_1_4_QC_1_223311_Sample Pool"	"KIT2-0-20_231591_84_0_1_4_03_223311.wiff"	"biocrates analysis"	"MetIQ_Local Build-DB100-Local Build"	""	""	"DT_KIT2-0-20_231591"	"KIT2-0-20_231591_maf-positive.txt"
"Sample Pool"	"extraction/derivatization"	"Sample Pool"	"KIT2-0-20"	"not reported"	""	""	"231591"	""	""	"84"	""	""	"none reported"	""	""	"KIT2_A1B1_2010-04-29_V1-left.dam"	""	""	"liquid chromatography separation"	"MS"	"http://purl.obolibrary.org/obo/MS_1002271"	"positive scan"	"MS"	"http://purl.obolibrary.org/obo/MS_1000130"	"1"	""	""	"5"	""	""	"2010-05-18"	"KIT2-0-20_231591_84_1_5_QC_1_223311_Sample Pool"	"KIT2-0-20_231591_84_0_1_5_03_223311.wiff"	"biocrates analysis"	"MetIQ_Local Build-DB100-Local Build"	""	""	"DT_KIT2-0-20_231591"	"KIT2-0-20_231591_maf-positive.txt"
"M2268"	"extraction/derivatization"	"M2268"	"KIT2-0-20"	"not reported"	""	""	"231591"	""	""	"87"	""	""	"none reported"	""	""	"KIT2_A1B1_2010-04-29_V1-left.dam"	""	""	"liquid chromatography separation"	"MS"	"http://purl.obolibrary.org/obo/MS_1002271"	"positive scan"	"MS"	"http://purl.obolibrary.org/obo/MS_1000130"	"1"	""	""	"1"	""	""	"2010-05-17"	"KIT2-0-20_231591_87_1_1_SAMPLE_223004_M2268"	"KIT2-0-20_231591_87_0_1_1_00_223004.wiff"	"biocrates analysis"	"MetIQ_Local Build-DB100-Local Build"	""	""	"DT_KIT2-0-20_231591"	"KIT2-0-20_231591_maf-positive.txt"
"M447"	"extraction/derivatization"	"M447"	"KIT2-0-20"	"not reported"	""	""	"231591"	""	""	"86"	""	""	"none reported"	""	""	"KIT2_A1B1_2010-04-29_V1-left.dam"	""	""	"liquid chromatography separation"	"MS"	"http://purl.obolibrary.org/obo/MS_1002271"	"positive scan"	"MS"	"http://purl.obolibrary.org/obo/MS_1000130"	"1"	""	""	"1"	""	""	"2010-05-17"	"KIT2-0-20_231591_86_1_1_SAMPLE_222531_M447"	"KIT2-0-20_231591_86_0_1_1_00_222531.wiff"	"biocrates analysis"	"MetIQ_Local Build-DB100-Local Build"	""	""	"DT_KIT2-0-20_231591"	"KIT2-0-20_231591_maf-positive.txt"
"M2227"	"extraction/derivatization"	"M2227"	"KIT2-0-20"	"not reported"	""	""	"231591"	""	""	"81"	""	""	"none reported"	""	""	"KIT2_A1B1_2010-04-29_V1-left.dam"	""	""	"liquid chromatography separation"	"MS"	"http://purl.obolibrary.org/obo/MS_1002271"	"positive scan"	"MS"	"http://purl.obolibrary.org/obo/MS_1000130"	"1"	""	""	"1"	""	""	"2010-05-18"	"KIT2-0-20_231591_81_1_1_SAMPLE_222921_M2227"	"KIT2-0-20_231591_81_0_1_1_00_222921.wiff"	"biocrates analysis"	"MetIQ_Local Build-DB100-Local Build"	""	""	"DT_KIT2-0-20_231591"	"KIT2-0-20_231591_maf-positive.txt"
"M470"	"extraction/derivatization"	"M470"	"KIT2-0-20"	"not reported"	""	""	"231591"	""	""	"80"	""	""	"none reported"	""	""	"KIT2_A1B1_2010-04-29_V1-left.dam"	""	""	"liquid chromatography separation"	"MS"	"http://purl.obolibrary.org/obo/MS_1002271"	"positive scan"	"MS"	"http://purl.obolibrary.org/obo/MS_1000130"	"1"	""	""	"1"	""	""	"2010-05-18"	"KIT2-0-20_231591_80_1_1_SAMPLE_222663_M470"	"KIT2-0-20_231591_80_0_1_1_00_222663.wiff"	"biocrates analysis"	"MetIQ_Local Build-DB100-Local Build"	""	""	"DT_KIT2-0-20_231591"	"KIT2-0-20_231591_maf-positive.txt"
"M2207"	"extraction/derivatization"	"M2207"	"KIT2-0-20"	"not reported"	""	""	"231591"	""	""	"83"	""	""	"none reported"	""	""	"KIT2_A1B1_2010-04-29_V1-left.dam"	""	""	"liquid chromatography separation"	"MS"	"http://purl.obolibrary.org/obo/MS_1002271"	"positive scan"	"MS"	"http://purl.obolibrary.org/obo/MS_1000130"	"1"	""	""	"1"	""	""	"2010-05-18"	"KIT2-0-20_231591_83_1_1_SAMPLE_222904_M2207"	"KIT2-0-20_231591_83_0_1_1_00_222904.wiff"	"biocrates analysis"	"MetIQ_Local Build-DB100-Local Build"	""	""	"DT_KIT2-0-20_231591"	"KIT2-0-20_231591_maf-positive.txt"
"M2206"	"extraction/derivatization"	"M2206"	"KIT2-0-20"	"not reported"	""	""	"231591"	""	""	"82"	""	""	"none reported"	""	""	"KIT2_A1B1_2010-04-29_V1-left.dam"	""	""	"liquid chromatography separation"	"MS"	"http://purl.obolibrary.org/obo/MS_1002271"	"positive scan"	"MS"	"http://purl.obolibrary.org/obo/MS_1000130"	"1"	""	""	"1"	""	""	"2010-05-18"	"KIT2-0-20_231591_82_1_1_SAMPLE_222896_M2206"	"KIT2-0-20_231591_82_0_1_1_00_222896.wiff"	"biocrates analysis"	"MetIQ_Local Build-DB100-Local Build"	""	""	"DT_KIT2-0-20_231591"	"KIT2-0-20_231591_maf-positive.txt"
"M2229"	"extraction/derivatization"	"M2229"	"KIT2-0-20"	"not reported"	""	""	"231591"	""	""	"93"	""	""	"none reported"	""	""	"KIT2_A1B1_2010-04-29_V1-left.dam"	""	""	"liquid chromatography separation"	"MS"	"http://purl.obolibrary.org/obo/MS_1002271"	"positive scan"	"MS"	"http://purl.obolibrary.org/obo/MS_1000130"	"1"	""	""	"1"	""	""	"2010-05-18"	"KIT2-0-20_231591_93_1_1_SAMPLE_222949_M2229"	"KIT2-0-20_231591_93_0_1_1_00_222949.wiff"	"biocrates analysis"	"MetIQ_Local Build-DB100-Local Build"	""	""	"DT_KIT2-0-20_231591"	"KIT2-0-20_231591_maf-positive.txt"
"M2282"	"extraction/derivatization"	"M2282"	"KIT2-0-20"	"not reported"	""	""	"231591"	""	""	"92"	""	""	"none reported"	""	""	"KIT2_A1B1_2010-04-29_V1-left.dam"	""	""	"liquid chromatography separation"	"MS"	"http://purl.obolibrary.org/obo/MS_1002271"	"positive scan"	"MS"	"http://purl.obolibrary.org/obo/MS_1000130"	"1"	""	""	"1"	""	""	"2010-05-18"	"KIT2-0-20_231591_92_1_1_SAMPLE_223140_M2282"	"KIT2-0-20_231591_92_0_1_1_00_223140.wiff"	"biocrates analysis"	"MetIQ_Local Build-DB100-Local Build"	""	""	"DT_KIT2-0-20_231591"	"KIT2-0-20_231591_maf-positive.txt"
"M1197"	"extraction/derivatization"	"M1197"	"KIT2-0-20"	"not reported"	""	""	"231591"	""	""	"95"	""	""	"none reported"	""	""	"KIT2_A1B1_2010-04-29_V1-left.dam"	""	""	"liquid chromatography separation"	"MS"	"http://purl.obolibrary.org/obo/MS_1002271"	"positive scan"	"MS"	"http://purl.obolibrary.org/obo/MS_1000130"	"1"	""	""	"1"	""	""	"2010-05-18"	"KIT2-0-20_231591_95_1_1_SAMPLE_222361_M1197"	"KIT2-0-20_231591_95_0_1_1_00_222361.wiff"	"biocrates analysis"	"MetIQ_Local Build-DB100-Local Build"	""	""	"DT_KIT2-0-20_231591"	"KIT2-0-20_231591_maf-positive.txt"
"M2205"	"extraction/derivatization"	"M2205"	"KIT2-0-20"	"not reported"	""	""	"231591"	""	""	"94"	""	""	"none reported"	""	""	"KIT2_A1B1_2010-04-29_V1-left.dam"	""	""	"liquid chromatography separation"	"MS"	"http://purl.obolibrary.org/obo/MS_1002271"	"positive scan"	"MS"	"http://purl.obolibrary.org/obo/MS_1000130"	"1"	""	""	"1"	""	""	"2010-05-18"	"KIT2-0-20_231591_94_1_1_SAMPLE_222882_M2205"	"KIT2-0-20_231591_94_0_1_1_00_222882.wiff"	"biocrates analysis"	"MetIQ_Local Build-DB100-Local Build"	""	""	"DT_KIT2-0-20_231591"	"KIT2-0-20_231591_maf-positive.txt"
"M448"	"extraction/derivatization"	"M448"	"KIT2-0-20"	"not reported"	""	""	"231591"	""	""	"89"	""	""	"none reported"	""	""	"KIT2_A1B1_2010-04-29_V1-left.dam"	""	""	"liquid chromatography separation"	"MS"	"http://purl.obolibrary.org/obo/MS_1002271"	"positive scan"	"MS"	"http://purl.obolibrary.org/obo/MS_1000130"	"1"	""	""	"1"	""	""	"2010-05-17"	"KIT2-0-20_231591_89_1_1_SAMPLE_222545_M448"	"KIT2-0-20_231591_89_0_1_1_00_222545.wiff"	"biocrates analysis"	"MetIQ_Local Build-DB100-Local Build"	""	""	"DT_KIT2-0-20_231591"	"KIT2-0-20_231591_maf-positive.txt"
"QC_1"	"extraction/derivatization"	"QC_1"	"KIT2-0-20"	"not reported"	""	""	"231591"	""	""	"88"	""	""	"none reported"	""	""	"KIT2_A1B1_2010-04-29_V1-left.dam"	""	""	"liquid chromatography separation"	"MS"	"http://purl.obolibrary.org/obo/MS_1002271"	"positive scan"	"MS"	"http://purl.obolibrary.org/obo/MS_1000130"	"1"	""	""	"1"	""	""	"2010-05-17"	"KIT2-0-20_231591_88_1_1_QC_1_33000362_QC_1"	"KIT2-0-20_231591_88_0_1_1_03_33000362.wiff"	"biocrates analysis"	"MetIQ_Local Build-DB100-Local Build"	""	""	"DT_KIT2-0-20_231591"	"KIT2-0-20_231591_maf-positive.txt"
"M1131"	"extraction/derivatization"	"M1131"	"KIT2-0-20"	"not reported"	""	""	"231591"	""	""	"91"	""	""	"none reported"	""	""	"KIT2_A1B1_2010-04-29_V1-left.dam"	""	""	"liquid chromatography separation"	"MS"	"http://purl.obolibrary.org/obo/MS_1002271"	"positive scan"	"MS"	"http://purl.obolibrary.org/obo/MS_1000130"	"1"	""	""	"1"	""	""	"2010-05-17"	"KIT2-0-20_231591_91_1_1_SAMPLE_222458_M1131"	"KIT2-0-20_231591_91_0_1_1_00_222458.wiff"	"biocrates analysis"	"MetIQ_Local Build-DB100-Local Build"	""	""	"DT_KIT2-0-20_231591"	"KIT2-0-20_231591_maf-positive.txt"
"M450"	"extraction/derivatization"	"M450"	"KIT2-0-20"	"not reported"	""	""	"231591"	""	""	"90"	""	""	"none reported"	""	""	"KIT2_A1B1_2010-04-29_V1-left.dam"	""	""	"liquid chromatography separation"	"MS"	"http://purl.obolibrary.org/obo/MS_1002271"	"positive scan"	"MS"	"http://purl.obolibrary.org/obo/MS_1000130"	"1"	""	""	"1"	""	""	"2010-05-17"	"KIT2-0-20_231591_90_1_1_SAMPLE_222562_M450"	"KIT2-0-20_231591_90_0_1_1_00_222562.wiff"	"biocrates analysis"	"MetIQ_Local Build-DB100-Local Build"	""	""	"DT_KIT2-0-20_231591"	"KIT2-0-20_231591_maf-positive.txt"
"PBS   4  HSA"	"extraction/derivatization"	"PBS   4  HSA"	"KIT2-0-20"	"not reported"	""	""	"231591"	""	""	"96"	""	""	"none reported"	""	""	"KIT2_A1B1_2010-04-29_V1-left.dam"	""	""	"liquid chromatography separation"	"MS"	"http://purl.obolibrary.org/obo/MS_1002271"	"positive scan"	"MS"	"http://purl.obolibrary.org/obo/MS_1000130"	"1"	""	""	"1"	""	""	"2010-05-18"	"KIT2-0-20_231591_96_1_1_ZERO_SAMPLE_11000001_PBS   4  HSA"	"KIT2-0-20_231591_96_0_1_1_10_11000001.wiff"	"biocrates analysis"	"MetIQ_Local Build-DB100-Local Build"	""	""	"DT_KIT2-0-20_231591"	"KIT2-0-20_231591_maf-positive.txt"
"BLANK"	"extraction/derivatization"	"BLANK"	"KIT1-0-5"	"Biocrates p150 Kit"	""	""	"311996"	""	""	"1"	""	""	"none reported"	""	""	"KIT-FIA_pos.dam"	""	""	"flow injection analysis"	"MS"	"http://purl.obolibrary.org/obo/MS_1000058"	"positive scan"	"MS"	"http://purl.obolibrary.org/obo/MS_1000130"	"1"	""	""	"3"	""	""	"2010-11-20"	"KIT1-0-5_311996_1_1_3_BLANK_10000001_BLANK"	"KIT1-0-5_311996_01_1_1_3_01_10000001.wiff"	"biocrates analysis"	"MetIQ_Local Build-DB100-Local Build"	""	""	"DT_KIT1-0-5_311996"	"KIT1-0-5_311996_maf-positive.txt"
"EtOH PP 85 15"	"extraction/derivatization"	"EtOH PP 85 15"	"KIT1-0-5"	"Biocrates p150 Kit"	""	""	"311996"	""	""	"2"	""	""	"none reported"	""	""	"KIT-FIA_pos.dam"	""	""	"flow injection analysis"	"MS"	"http://purl.obolibrary.org/obo/MS_1000058"	"positive scan"	"MS"	"http://purl.obolibrary.org/obo/MS_1000130"	"1"	""	""	"1"	""	""	"2010-11-20"	"KIT1-0-5_311996_2_1_1_ZERO_SAMPLE_11000011_EtOH PP 85 15"	"KIT1-0-5_311996_02_1_1_1_10_11000011.wiff"	"biocrates analysis"	"MetIQ_Local Build-DB100-Local Build"	""	""	"DT_KIT1-0-5_311996"	"KIT1-0-5_311996_maf-positive.txt"
"M2398-1-3"	"extraction/derivatization"	"M2398-1-3"	"KIT1-0-5"	"Biocrates p150 Kit"	""	""	"311996"	""	""	"3"	""	""	"none reported"	""	""	"KIT-FIA_pos.dam"	""	""	"flow injection analysis"	"MS"	"http://purl.obolibrary.org/obo/MS_1000058"	"positive scan"	"MS"	"http://purl.obolibrary.org/obo/MS_1000130"	"1"	""	""	"1"	""	""	"2010-11-20"	"KIT1-0-5_311996_3_1_1_SAMPLE_311373_M2398-1-3"	"KIT1-0-5_311996_03_1_1_1_00_311373.wiff"	"biocrates analysis"	"MetIQ_Local Build-DB100-Local Build"	""	""	"DT_KIT1-0-5_311996"	"KIT1-0-5_311996_maf-positive.txt"
"M1476-1-4"	"extraction/derivatization"	"M1476-1-4"	"KIT1-0-5"	"Biocrates p150 Kit"	""	""	"311996"	""	""	"4"	""	""	"none reported"	""	""	"KIT-FIA_pos.dam"	""	""	"flow injection analysis"	"MS"	"http://purl.obolibrary.org/obo/MS_1000058"	"positive scan"	"MS"	"http://purl.obolibrary.org/obo/MS_1000130"	"1"	""	""	"1"	""	""	"2010-11-20"	"KIT1-0-5_311996_4_1_1_SAMPLE_302665_M1476-1-4"	"KIT1-0-5_311996_04_1_1_1_00_302665.wiff"	"biocrates analysis"	"MetIQ_Local Build-DB100-Local Build"	""	""	"DT_KIT1-0-5_311996"	"KIT1-0-5_311996_maf-positive.txt"
"M1174-1-3"	"extraction/derivatization"	"M1174-1-3"	"KIT1-0-5"	"Biocrates p150 Kit"	""	""	"311996"	""	""	"5"	""	""	"none reported"	""	""	"KIT-FIA_pos.dam"	""	""	"flow injection analysis"	"MS"	"http://purl.obolibrary.org/obo/MS_1000058"	"positive scan"	"MS"	"http://purl.obolibrary.org/obo/MS_1000130"	"1"	""	""	"1"	""	""	"2010-11-20"	"KIT1-0-5_311996_5_1_1_SAMPLE_311360_M1174-1-3"	"KIT1-0-5_311996_05_1_1_1_00_311360.wiff"	"biocrates analysis"	"MetIQ_Local Build-DB100-Local Build"	""	""	"DT_KIT1-0-5_311996"	"KIT1-0-5_311996_maf-positive.txt"
"M2406-1-3"	"extraction/derivatization"	"M2406-1-3"	"KIT1-0-5"	"Biocrates p150 Kit"	""	""	"311996"	""	""	"6"	""	""	"none reported"	""	""	"KIT-FIA_pos.dam"	""	""	"flow injection analysis"	"MS"	"http://purl.obolibrary.org/obo/MS_1000058"	"positive scan"	"MS"	"http://purl.obolibrary.org/obo/MS_1000130"	"1"	""	""	"1"	""	""	"2010-11-20"	"KIT1-0-5_311996_6_1_1_SAMPLE_303111_M2406-1-3"	"KIT1-0-5_311996_06_1_1_1_00_303111.wiff"	"biocrates analysis"	"MetIQ_Local Build-DB100-Local Build"	""	""	"DT_KIT1-0-5_311996"	"KIT1-0-5_311996_maf-positive.txt"
"M1586-1-4"	"extraction/derivatization"	"M1586-1-4"	"KIT1-0-5"	"Biocrates p150 Kit"	""	""	"311996"	""	""	"7"	""	""	"none reported"	""	""	"KIT-FIA_pos.dam"	""	""	"flow injection analysis"	"MS"	"http://purl.obolibrary.org/obo/MS_1000058"	"positive scan"	"MS"	"http://purl.obolibrary.org/obo/MS_1000130"	"1"	""	""	"1"	""	""	"2010-11-20"	"KIT1-0-5_311996_7_1_1_SAMPLE_309141_M1586-1-4"	"KIT1-0-5_311996_07_1_1_1_00_309141.wiff"	"biocrates analysis"	"MetIQ_Local Build-DB100-Local Build"	""	""	"DT_KIT1-0-5_311996"	"KIT1-0-5_311996_maf-positive.txt"
"M1106-1-3"	"extraction/derivatization"	"M1106-1-3"	"KIT1-0-5"	"Biocrates p150 Kit"	""	""	"311996"	""	""	"8"	""	""	"none reported"	""	""	"KIT-FIA_pos.dam"	""	""	"flow injection analysis"	"MS"	"http://purl.obolibrary.org/obo/MS_1000058"	"positive scan"	"MS"	"http://purl.obolibrary.org/obo/MS_1000130"	"1"	""	""	"1"	""	""	"2010-11-20"	"KIT1-0-5_311996_8_1_1_SAMPLE_309199_M1106-1-3"	"KIT1-0-5_311996_08_1_1_1_00_309199.wiff"	"biocrates analysis"	"MetIQ_Local Build-DB100-Local Build"	""	""	"DT_KIT1-0-5_311996"	"KIT1-0-5_311996_maf-positive.txt"
"M2404-1-3"	"extraction/derivatization"	"M2404-1-3"	"KIT1-0-5"	"Biocrates p150 Kit"	""	""	"311996"	""	""	"9"	""	""	"none reported"	""	""	"KIT-FIA_pos.dam"	""	""	"flow injection analysis"	"MS"	"http://purl.obolibrary.org/obo/MS_1000058"	"positive scan"	"MS"	"http://purl.obolibrary.org/obo/MS_1000130"	"1"	""	""	"1"	""	""	"2010-11-20"	"KIT1-0-5_311996_9_1_1_SAMPLE_309137_M2404-1-3"	"KIT1-0-5_311996_09_1_1_1_00_309137.wiff"	"biocrates analysis"	"MetIQ_Local Build-DB100-Local Build"	""	""	"DT_KIT1-0-5_311996"	"KIT1-0-5_311996_maf-positive.txt"
"M1109-1-4"	"extraction/derivatization"	"M1109-1-4"	"KIT1-0-5"	"Biocrates p150 Kit"	""	""	"311996"	""	""	"10"	""	""	"none reported"	""	""	"KIT-FIA_pos.dam"	""	""	"flow injection analysis"	"MS"	"http://purl.obolibrary.org/obo/MS_1000058"	"positive scan"	"MS"	"http://purl.obolibrary.org/obo/MS_1000130"	"1"	""	""	"1"	""	""	"2010-11-21"	"KIT1-0-5_311996_10_1_1_SAMPLE_309154_M1109-1-4"	"KIT1-0-5_311996_10_1_1_1_00_309154.wiff"	"biocrates analysis"	"MetIQ_Local Build-DB100-Local Build"	""	""	"DT_KIT1-0-5_311996"	"KIT1-0-5_311996_maf-positive.txt"
"M2432-1-4"	"extraction/derivatization"	"M2432-1-4"	"KIT1-0-5"	"Biocrates p150 Kit"	""	""	"311996"	""	""	"11"	""	""	"none reported"	""	""	"KIT-FIA_pos.dam"	""	""	"flow injection analysis"	"MS"	"http://purl.obolibrary.org/obo/MS_1000058"	"positive scan"	"MS"	"http://purl.obolibrary.org/obo/MS_1000130"	"1"	""	""	"1"	""	""	"2010-11-21"	"KIT1-0-5_311996_11_1_1_SAMPLE_303413_M2432-1-4"	"KIT1-0-5_311996_11_1_1_1_00_303413.wiff"	"biocrates analysis"	"MetIQ_Local Build-DB100-Local Build"	""	""	"DT_KIT1-0-5_311996"	"KIT1-0-5_311996_maf-positive.txt"
